GrLivArea,OverallQual,TotRmsAbvGrd,GarageCars,KitchenQual,GarageArea,1stFlrSF,TotalBsmtSF,BsmtQual,FullBath,SalePrice
1604,6,7,2,1,470,926,926,3.0,2,12.10625783509458
630,4,3,0,1,0,630,630,3.0,1,11.302216779257382
1661,7,6,2,2,550,827,799,3.0,2,12.264346270624157
1118,6,6,2,1,440,734,648,1.0,1,11.661354090741
904,6,4,1,1,180,904,884,2.0,1,11.686887175419702
694,5,4,1,2,352,694,440,2.0,1,11.411457364027745
1196,6,7,2,2,528,684,684,2.0,1,11.608244735642321
2402,10,10,3,3,672,2402,3094,4.0,2,13.22672519452875
1440,4,8,0,0,0,1440,1440,2.0,2,11.678448377988165
1573,5,8,2,1,360,1128,1078,2.0,2,12.000897933306716
1258,7,6,3,2,648,1258,1258,4.0,2,12.058158312538197
1908,7,8,2,2,493,933,915,3.0,2,12.25486757159303
1689,6,7,2,1,480,1689,1436,2.0,1,11.755879486687116
1888,6,6,2,2,578,1888,1517,2.0,2,12.154784614286667
1886,7,10,2,2,431,956,930,3.0,2,12.20557752297723
1376,6,7,1,1,198,780,780,2.0,2,11.691080018519527
1183,3,6,1,1,308,679,649,2.0,1,11.695255355062795
813,6,5,1,2,270,813,813,2.0,1,11.608244735642321
1533,7,5,2,2,576,1533,1533,3.0,2,12.54254845357358
1756,6,7,2,1,422,888,872,4.0,2,12.225880174775122
1590,8,6,2,2,676,786,768,3.0,2,12.25486757159303
1728,5,8,2,1,560,1728,1728,2.0,2,12.144202560946876
1242,7,6,2,1,528,1242,1242,2.0,1,12.075400019877522
1344,5,7,3,1,513,624,624,2.0,1,11.49273296168228
1663,4,6,2,2,529,1663,1364,3.0,1,12.45293662970407
1666,8,7,1,2,228,833,588,2.0,1,11.989165855127435
1203,5,5,1,2,352,979,709,2.0,1,11.608244735642321
1935,8,8,2,1,552,832,832,3.0,2,12.481565733211923
1135,7,6,2,2,576,575,560,3.0,1,11.951186847493476
864,5,5,1,1,360,864,864,2.0,1,11.04106411122238
1660,6,6,1,1,240,849,715,2.0,1,12.147919030759663
1040,5,5,0,1,0,1040,1040,3.0,2,11.728044909070785
1414,7,6,2,2,398,1414,1375,3.0,2,12.093693109638318
1277,7,5,2,1,526,1277,1277,2.0,1,12.025755079404917
1644,5,7,1,2,312,888,728,2.0,1,11.89478753335453
1634,8,7,3,2,866,1634,1626,3.0,2,12.429220196836383
1710,6,7,2,2,506,832,832,3.0,2,12.138869243416009
1502,8,4,2,2,528,1502,1488,3.0,1,12.264346270624157
1969,7,8,2,1,534,1161,808,3.0,2,12.154784614286667
1072,6,5,2,1,525,1072,547,3.0,1,11.904974309480183
1976,8,7,3,2,908,1976,1976,4.0,2,12.994532278619134
1652,8,6,2,3,499,1652,1494,3.0,2,12.433212202169729
970,5,5,2,1,624,970,970,2.0,1,11.794345471549745
1493,6,7,2,2,508,1493,1478,3.0,2,12.249615734512616
2643,9,9,3,3,694,2069,2153,3.0,2,12.847929163278053
1718,8,7,3,2,826,1718,1705,4.0,2,12.601490784782536
1131,4,7,2,1,672,1131,907,1.0,1,11.401681006153428
1850,9,8,3,2,772,1850,1833,4.0,2,12.694655727828803
1792,9,6,3,3,874,1792,1792,4.0,2,12.832013750189885
1826,7,7,1,3,164,916,910,2.0,1,11.951186847493476
1216,6,5,2,1,402,1216,1216,4.0,2,12.00762780434872
999,5,6,1,2,264,999,999,2.0,1,11.794345471549745
1113,5,5,1,2,264,1113,1113,2.0,1,11.898194668458823
1073,5,6,2,1,515,1073,1073,2.0,1,11.957617696467539
1484,5,7,2,1,487,1484,1484,3.0,2,12.07254696717504
2414,5,10,2,1,520,1766,954,2.0,2,11.982935344196433
630,4,3,1,2,286,630,630,3.0,1,11.362114203075018
1304,5,4,1,1,336,616,264,3.0,1,11.652696102959753
1578,6,5,1,0,240,958,806,2.0,1,11.798111925972618
1456,6,8,2,1,429,728,728,3.0,2,12.059809113551397
1269,5,6,1,1,308,1269,1269,2.0,1,11.951186847493476
886,5,4,1,1,273,886,190,1.0,1,11.421917019425596
720,4,4,0,1,0,720,720,2.0,1,10.460270761075149
3228,8,10,2,2,546,3228,3200,3.0,3,12.971542813248437
1820,7,8,1,1,240,1133,1026,2.0,2,12.122696471358964
899,5,5,1,2,288,899,864,2.0,1,11.775297421715827
912,5,5,1,1,297,912,912,2.0,1,11.695255355062795
1218,6,7,1,1,264,672,672,2.0,1,11.635151947212842
1768,7,7,2,2,603,866,866,3.0,2,12.331387247601905
1214,5,6,2,1,461,1214,1214,2.0,1,11.849404844423074
1801,7,6,2,1,484,1801,1501,2.0,2,12.574185427296195
1322,6,6,2,1,440,855,855,2.0,2,11.898194668458823
1960,5,10,2,1,400,960,960,2.0,2,11.732069026983156
1911,8,8,2,2,471,1065,777,3.0,2,12.278397958261774
1218,6,4,2,2,676,1218,1218,3.0,2,12.246739428005663
1378,7,7,2,2,360,689,689,2.0,2,11.989165855127435
1041,5,6,1,1,270,1041,1041,2.0,1,11.732069026983156
1363,5,6,1,1,288,1363,1008,2.0,1,12.013100572810686
1368,7,6,2,2,474,1368,1368,3.0,2,12.2193145828011
864,5,5,2,1,624,864,864,2.0,1,11.774527900858468
1080,6,5,2,1,484,1080,1084,2.0,1,11.80560254159177
789,5,5,1,1,200,789,768,2.0,1,11.477308649967686
2020,10,9,3,3,900,2020,2006,4.0,2,12.90634935052389
2119,6,7,2,1,583,1378,689,2.0,2,11.970356641102999
2344,7,7,3,2,889,1277,1264,3.0,2,12.487488878546145
1796,6,7,2,1,546,882,794,3.0,2,12.259618151783465
2080,7,9,1,2,282,1276,1276,3.0,1,12.36308066783498
1294,4,7,0,1,0,694,0,0,2,11.573559498507079
1244,6,6,1,1,336,1244,1244,2.0,1,11.918397239722838
1664,6,7,2,1,420,1004,1004,2.0,2,11.976665770490767
4676,10,11,3,3,884,3138,3138,4.0,3,12.126764251515691
2398,7,8,3,2,834,1383,1379,3.0,2,12.662709207270272
1266,7,6,2,2,453,1266,1257,3.0,2,12.07824495582233
928,5,4,1,1,252,928,928,3.0,1,11.790564777297387
2713,9,11,3,3,858,1476,1452,4.0,2,13.008661502470739
605,4,5,0,1,0,605,528,2.0,1,11.362114203075018
2515,6,9,2,1,484,2515,2035,2.0,3,12.209192772866418
1509,6,5,2,2,600,1509,1461,3.0,2,12.07254696717504
1362,6,6,2,1,502,751,611,1.0,2,11.759793355371237
827,5,5,1,1,392,827,0,0,1,11.58525542883217
334,1,2,0,0,0,334,0,0,1,10.579005242826247
1414,8,6,2,2,403,707,707,4.0,2,12.08954444723597
1347,5,5,0,1,0,820,1117,3.0,1,11.58525542883217
1724,7,8,2,2,527,880,880,3.0,2,12.144202560946876
864,4,5,2,1,576,864,864,2.0,1,11.619544188752133
1159,5,7,1,1,336,1159,1051,2.0,1,11.970356641102999
1601,8,6,2,2,670,1601,1581,3.0,2,12.513561021741964
1838,9,8,3,3,765,1838,1838,4.0,2,12.660331092405906
2285,8,8,3,2,648,997,969,3.0,2,12.421188057397055
1680,7,7,2,2,583,1680,1650,4.0,2,12.270225154674701
767,7,4,1,1,367,767,723,3.0,1,11.798111925972618
1496,7,7,2,2,426,664,654,3.0,2,12.098854850641
2183,7,9,3,2,786,1377,1204,3.0,2,12.34148164933907
1635,6,6,2,1,440,915,1065,3.0,1,12.25486757159303
768,5,5,2,1,624,768,768,3.0,1,11.771443882099637
825,5,4,2,1,720,825,825,2.0,1,11.736077016252437
2094,7,8,2,2,615,912,912,3.0,2,12.479913113434042
1069,6,4,2,1,440,1069,1069,3.0,2,11.849404844423074
928,5,5,1,1,288,928,928,2.0,1,11.630717389475995
1717,8,7,3,2,908,1717,1709,4.0,2,12.450981602512561
1126,4,5,2,2,520,1126,0,0,2,11.58989576532275
2046,7,8,3,2,871,1006,998,3.0,2,12.556733038263905
1048,5,5,1,1,280,1048,993,2.0,1,11.635151947212842
1092,5,6,1,1,299,1092,1092,2.0,1,11.856522261533737
1336,4,7,1,1,570,897,637,2.0,1,11.58989576532275
1446,7,6,2,1,406,729,729,3.0,2,12.07254696717504
1557,7,7,2,2,420,1557,1374,3.0,2,12.36308066783498
1392,5,5,2,1,528,1392,1392,3.0,1,11.707677772181546
1389,5,6,2,1,418,1389,1389,3.0,1,12.04355959836804
996,5,6,0,1,0,996,996,2.0,1,11.58989576532275
1674,6,8,2,1,396,1163,1163,3.0,2,12.128116509451258
2295,7,9,2,2,590,1166,1095,3.0,2,12.498745990829315
1647,6,6,1,0,216,841,806,3.0,1,11.759793355371237
2504,9,11,3,3,656,1134,1122,3.0,2,12.691583538230217
1535,7,7,2,2,532,1535,1517,3.0,2,12.273735966890268
2132,8,5,2,2,612,1496,1496,3.0,1,12.665397584983758
943,5,4,2,1,600,943,943,3.0,1,11.820123358887447
1728,5,10,2,1,576,1728,1728,2.0,2,11.867805799560465
864,6,4,1,2,288,864,864,2.0,1,11.695255355062795
1692,7,6,2,2,650,846,846,4.0,2,12.32163544049751
1430,7,8,2,1,400,774,384,3.0,2,12.04355959836804
1109,5,5,1,1,288,576,372,2.0,1,11.842236406331555
1216,5,6,1,1,336,832,832,2.0,1,11.682676678340282
1477,7,6,1,1,216,877,861,2.0,2,11.884495917930655
1320,5,6,2,1,564,1320,1164,2.0,1,12.010671928196443
1392,7,5,2,2,540,703,689,3.0,2,11.891368749982085
1795,5,7,1,1,352,1050,1050,2.0,2,11.78676973513378
1429,6,7,2,2,572,1429,1144,2.0,1,12.111217862017215
2042,8,8,3,3,1390,2042,2042,4.0,2,12.442306148381938
816,6,5,0,1,0,816,816,3.0,1,11.682676678340282
2775,10,9,2,2,880,1521,1237,2.0,3,12.691583538230217
1573,4,6,1,2,240,989,884,2.0,1,11.798111925972618
2028,8,7,3,2,880,2028,1868,4.0,2,12.820990681250251
838,6,5,1,0,275,838,816,2.0,1,11.775297421715827
860,5,4,2,1,528,860,840,2.0,1,11.827743504053695
1473,5,5,1,3,452,1473,1437,2.0,1,11.870606902224587
935,5,4,1,1,308,779,742,2.0,1,11.283524879179666
1582,7,6,2,2,520,770,770,3.0,2,12.132969552931216
2296,10,10,3,3,842,1728,1722,4.0,2,13.02132904585825
816,5,4,2,1,816,816,816,2.0,1,11.835016210489899
848,6,4,2,2,420,848,848,3.0,1,11.849404844423074
924,5,5,1,1,280,924,924,3.0,1,11.608244735642321
1826,8,7,3,2,758,1826,1814,3.0,2,12.672949516558306
1368,6,7,1,1,216,684,684,2.0,1,11.648373769145277
1402,7,7,3,2,648,1402,1258,4.0,0,12.176654133447505
1647,5,7,2,2,621,1647,1430,3.0,2,12.289958727201455
1556,6,6,2,1,452,716,716,3.0,2,11.92504173829169
1904,8,8,2,3,736,1058,1058,3.0,2,12.524530013005734
1375,6,6,1,2,544,780,780,2.0,1,11.856522261533737
1915,8,8,2,2,506,927,908,3.0,2,12.301387370778713
1200,7,4,2,2,480,600,600,3.0,2,11.92504173829169
1494,7,6,2,2,530,1494,1494,3.0,2,12.30592250537653
1986,7,7,2,1,486,1186,768,2.0,2,12.230770136157428
1040,5,6,2,2,576,1040,1040,3.0,1,11.931642378754141
2008,5,8,1,3,230,1112,896,2.0,3,12.323860125621126
3194,8,10,2,1,380,1940,965,3.0,2,12.791358964949923
1029,4,5,1,1,261,1029,1029,2.0,1,11.682676678340282
2153,9,8,3,3,736,1476,1440,4.0,2,12.653961664405365
1032,6,6,2,1,564,1032,1032,3.0,2,11.904974309480183
1872,8,7,2,3,531,1299,1299,3.0,2,12.474193386571581
1120,5,6,0,1,0,1120,1120,3.0,1,11.898194668458823
630,4,3,0,1,0,630,630,3.0,1,11.231901180182515
1054,6,6,2,2,480,1054,936,2.0,1,11.83138646878959
1509,6,7,2,2,393,807,783,3.0,2,12.118339189722553
832,6,4,2,2,528,832,832,2.0,1,11.566475710526321
1828,9,9,3,2,774,1828,1822,4.0,2,12.659737267217572
2262,8,10,3,2,749,1482,1482,3.0,2,12.628070334272698
864,3,5,0,1,0,864,864,2.0,1,11.112462823634855
2614,6,9,2,1,624,1548,1522,2.0,2,12.388398368982115
980,5,6,2,1,484,980,980,2.0,1,11.813037464800539
1512,6,4,2,2,440,756,756,3.0,2,12.034696963475044
1790,6,8,2,1,484,1012,732,2.0,1,12.014615485902027
1116,6,5,2,1,440,1116,1116,2.0,1,11.982935344196433
1422,5,6,1,1,286,1422,978,2.0,1,11.848690308590857
1520,6,7,1,1,364,1520,1156,2.0,1,11.938199736300925
2080,5,9,2,0,504,1040,1040,3.0,1,11.813037464800539
1350,6,6,2,1,520,1350,1248,2.0,1,12.034696963475044
1750,5,8,1,3,240,1089,636,1.0,1,11.728044909070785
1554,8,6,2,2,627,1554,1554,3.0,2,12.252483791602627
1411,7,6,2,1,544,1411,1386,2.0,2,11.320565693461432
1056,5,6,1,1,260,1056,1056,2.0,1,11.845109950883979
1056,6,4,2,1,576,1056,1056,2.0,0,11.87757552297847
3395,6,14,0,0,0,1440,1440,2.0,2,12.206077645517674
800,2,4,0,0,0,800,264,2.0,1,11.002116507732017
1387,5,7,1,2,256,811,811,2.0,2,11.440365524765756
796,5,4,0,1,0,796,796,1.0,1,11.350418300109132
1567,8,7,3,3,648,1567,1520,3.0,2,12.485830907348902
1518,8,6,2,3,588,1518,1518,4.0,1,12.520887034998584
1929,7,7,2,2,650,1057,1057,3.0,2,12.328294703023394
2704,8,9,2,3,538,2000,1952,3.0,2,12.75130259456002
1620,5,7,2,1,462,780,780,2.0,2,11.931642378754141
1766,9,7,3,3,478,1766,1766,4.0,2,12.823631142839984
981,6,5,2,1,576,981,981,2.0,1,11.872353615355413
1048,5,7,2,1,420,1048,0,0,1,11.495789479023493
1094,6,5,2,1,495,1094,1094,2.0,1,11.951186847493476
1839,6,7,2,1,442,1051,756,2.0,1,11.951186847493476
630,4,3,0,1,0,630,630,3.0,1,11.344518647594766
1665,7,7,2,2,562,822,813,3.0,2,12.235393555399902
1510,4,7,1,1,296,755,755,2.0,1,11.58989576532275
1716,7,7,2,2,512,909,880,3.0,2,12.160033942617156
1469,6,7,1,1,216,756,756,2.0,1,11.813037464800539
2113,8,7,3,2,839,2113,2109,3.0,2,12.765691290604371
1092,6,6,1,1,264,525,525,2.0,1,11.385103457032141
1053,5,5,1,2,312,1053,1053,2.0,1,11.8879382384223
1502,7,6,1,1,270,851,776,3.0,1,11.91170829631447
1458,6,6,1,1,330,912,912,2.0,1,11.487617913343598
1486,5,7,2,1,480,1486,1486,2.0,1,12.025755079404917
1935,7,7,2,1,550,1142,793,3.0,2,12.19552218463499
2448,8,8,3,2,711,1686,1629,3.0,2,12.904209855160254
1392,6,5,2,1,576,1392,1392,1.0,1,11.608244735642321
1181,4,6,2,1,588,1181,1138,3.0,2,11.83138646878959
2097,8,8,3,3,1134,2097,2077,4.0,1,12.955129822091815
1936,8,7,2,2,504,1454,1406,3.0,2,12.348010479804223
2380,6,7,2,1,596,1465,1021,3.0,2,11.767575435251748
1679,6,7,2,2,575,1679,1408,3.0,2,12.173037959397275
1437,5,6,2,1,576,1437,1188,2.0,1,12.031725210748633
1180,4,5,1,0,252,1180,700,1.0,1,11.83138646878959
1476,6,7,2,2,540,738,738,3.0,2,12.063938642041201
1369,6,6,1,1,300,697,672,2.0,2,11.548302261270587
1208,6,6,2,1,546,1208,1208,3.0,1,12.013706813470414
1839,6,7,2,2,416,1839,1477,2.0,2,12.458778882573533
1136,6,5,1,1,384,1136,1136,2.0,1,11.849404844423074
1441,6,7,2,1,440,855,855,2.0,2,11.908346971208951
1774,4,8,3,1,779,1095,1095,2.0,2,11.373674891823535
792,5,5,1,2,240,792,768,2.0,1,11.603688960617083
2046,8,7,3,2,834,2046,2046,4.0,2,12.827995001361906
988,5,5,2,1,572,988,988,2.0,1,11.763691965388299
923,6,5,1,1,264,923,923,3.0,2,11.870606902224587
1520,5,6,1,1,281,848,793,2.0,1,11.979391594635791
1291,6,6,2,2,431,1291,1291,3.0,1,12.06105265381003
1668,9,7,3,2,702,1668,1626,3.0,2,12.560247968016562
1839,7,7,2,1,486,1195,1195,3.0,2,12.30592250537653
2090,7,6,2,2,577,1190,1190,3.0,2,12.242891437918386
1761,7,7,2,2,578,874,874,3.0,3,12.336556900342153
1102,7,4,2,2,480,551,551,3.0,2,11.910365121788654
1419,8,7,2,2,567,1419,1419,3.0,2,12.879019669789754
1362,6,6,2,2,460,1362,1362,3.0,2,12.179220327453931
848,6,3,2,2,420,848,848,3.0,1,11.856522261533737
4316,10,10,3,3,832,2444,2444,4.0,3,13.534474352733596
2519,7,9,2,2,628,1238,1210,3.0,2,12.721888795877375
1073,5,4,1,1,326,1073,1073,2.0,1,11.59433032142082
1539,5,5,2,1,576,1067,927,2.0,1,11.860062063178267
1137,6,5,2,2,551,1137,1112,3.0,2,12.07824495582233
616,5,4,1,1,205,616,616,2.0,1,11.39640288460621
1148,5,6,1,1,308,1148,980,4.0,1,11.724004532183379
894,5,5,1,1,336,894,894,2.0,1,11.83863282480007
1391,7,5,2,2,530,1391,1391,3.0,2,12.185875040240456
1800,8,7,3,2,765,1800,1800,4.0,2,12.652362948153474
1164,7,6,2,1,528,1164,1164,2.0,1,11.849404844423074
2576,8,10,3,3,666,1264,1234,4.0,2,12.799178471909892
1812,5,8,2,2,672,1032,360,3.0,2,11.849404844423074
1484,7,7,2,2,606,1484,1473,3.0,2,12.269052139516223
1092,4,7,0,0,0,372,0,0,2,10.915106645867503
1824,7,5,2,2,739,1824,1643,3.0,2,12.618185607609803
1324,8,6,2,2,550,1324,1324,3.0,2,12.445093483000798
1456,7,8,2,2,400,728,728,3.0,2,12.09815887308463
904,5,6,1,1,408,904,876,2.0,1,11.60733523953139
729,3,5,0,1,0,729,270,2.0,1,10.859018228147887
1178,4,7,1,1,384,859,859,2.0,1,11.54031687156214
1228,8,5,2,2,472,1228,1228,3.0,2,12.149507585033072
960,4,6,2,1,576,960,960,2.0,1,11.767575435251748
1479,6,6,2,2,475,725,725,2.0,2,11.779136168550774
1350,6,7,2,1,478,1350,1064,3.0,2,12.013706813470414
2554,7,8,2,1,704,1576,718,2.0,1,11.979805470779858
1178,5,5,2,2,439,1178,1176,3.0,1,11.964007453736912
2418,7,9,3,2,983,1325,1311,3.0,2,12.739640688812674
971,5,5,1,1,300,971,971,3.0,1,11.763691965388299
1742,8,5,2,2,564,1742,1742,3.0,2,12.524530013005734
848,6,3,2,2,420,848,848,3.0,1,11.870606902224587
864,4,5,2,1,463,864,864,2.0,1,11.732069026983156
1470,4,7,1,1,548,997,941,2.0,2,11.813037464800539
1698,9,8,3,3,768,1698,1698,4.0,2,12.676079399771027
864,4,5,2,2,660,864,864,2.0,1,11.699413330633599
1680,6,5,2,2,540,1680,880,3.0,2,12.310437165348775
1232,7,6,2,2,632,1232,1232,3.0,2,12.178192583415596
1776,5,9,3,1,888,1776,1584,2.0,2,11.608244735642321
1208,4,5,2,1,539,848,780,2.0,1,11.542493975902508
1616,8,5,2,2,608,1616,1595,3.0,2,12.373707715234994
1146,7,6,2,2,438,1146,868,4.0,2,12.141539457711714
2031,7,8,2,2,541,1153,1153,3.0,2,12.312686874960354
1144,5,6,1,1,264,1144,864,2.0,1,11.786008995353765
948,5,6,1,1,300,948,948,2.0,1,11.58989576532275
1768,7,6,2,1,320,880,880,3.0,1,12.001511614739405
1040,3,6,2,1,400,1040,0,0,2,11.445727410406752
1801,8,8,3,2,800,901,893,3.0,2,12.3879816172226
1200,5,5,0,1,0,1200,1200,3.0,3,12.095146671399466
1728,7,7,2,2,572,864,864,3.0,2,12.154784614286667
1432,5,7,2,1,360,768,264,1.0,2,11.790564777297387
912,6,5,1,2,288,912,912,2.0,1,11.863589378812122
1349,7,6,2,1,539,1349,1349,3.0,2,12.095146671399466
1464,5,6,2,1,480,1464,520,3.0,2,12.07254696717504
1337,8,5,2,2,462,1337,1337,3.0,2,12.100717685412471
2715,8,11,2,2,831,1175,1142,2.0,3,12.61087420020211
2256,7,8,2,2,554,980,952,3.0,2,12.371591321286905
2640,7,8,4,2,864,1320,1240,2.0,1,12.491176396967154
1720,7,7,2,2,527,1720,1720,3.0,2,12.469978029554953
1529,4,9,1,1,240,1088,0,0,2,11.49273296168228
1140,4,7,0,1,0,792,576,2.0,1,11.477308649967686
1320,7,6,2,2,400,660,660,3.0,2,11.995357787034976
1494,6,6,2,2,576,1494,1479,3.0,2,12.28765724080691
2098,8,8,3,3,878,1038,1030,3.0,2,12.526346537332584
1026,6,5,2,2,440,1026,1026,2.0,1,11.957617696467539
1471,6,6,2,1,440,742,729,3.0,2,12.058158312538197
1768,8,7,2,2,578,866,866,3.0,2,12.264346270624157
1386,6,6,2,1,440,672,672,2.0,2,11.97603664577121
1501,7,6,2,1,440,757,744,3.0,2,12.097378802727306
2531,8,9,3,2,752,1328,1318,3.0,2,12.577639650232573
864,6,5,1,1,300,864,864,2.0,1,11.755879486687116
1301,5,5,2,0,440,1301,1145,2.0,1,11.51293546492023
1547,7,7,2,2,614,764,756,3.0,2,12.279327754099118
2365,8,8,3,2,856,1268,1252,3.0,2,12.727841176689147
1494,8,6,2,3,481,1494,1494,3.0,1,12.506180941677357
1506,9,6,2,3,592,1506,1498,3.0,2,12.484208043148733
1714,7,7,2,1,496,980,980,3.0,2,12.188422799337028
1750,6,7,1,1,423,983,983,3.0,2,11.982935344196433
1836,7,8,2,2,484,1836,1860,3.0,2,12.28690580994122
3279,8,12,3,3,841,1690,1650,3.0,3,13.195615697878253
858,5,5,2,1,576,858,858,3.0,1,11.812296455066814
1220,4,6,2,1,396,1220,836,1.0,1,11.532737896139919
1117,6,6,2,1,672,1117,1029,2.0,1,11.580593459194764
912,5,5,1,1,275,912,912,2.0,1,11.648338835562747
1973,8,9,3,2,895,1973,1935,3.0,2,12.886643575525625
1204,6,5,2,1,412,1204,1204,4.0,2,11.995357787034976
1614,7,7,3,2,865,1614,1614,3.0,2,12.308182383129823
894,5,5,2,1,440,894,864,2.0,1,11.86710429621008
2020,5,10,2,1,630,2020,0,0,2,11.87757552297847
1004,6,4,2,1,504,1004,975,3.0,1,11.813037464800539
1253,7,6,2,1,402,1253,1237,3.0,2,12.07824495582233
1603,6,7,2,2,484,810,761,3.0,2,12.077676615757813
1430,7,6,2,2,605,1430,1413,3.0,2,12.139403856983334
1110,5,4,2,2,602,1110,1097,3.0,1,12.016732516077072
1484,6,9,0,1,0,742,742,2.0,2,11.759793355371237
1342,6,7,2,1,457,1342,1372,2.0,2,11.992266613576142
1652,5,7,1,1,416,966,686,1.0,2,11.842236406331555
2084,7,8,2,2,618,956,956,3.0,2,12.358798024384122
901,4,4,1,1,281,901,901,2.0,1,11.588969419043872
2087,6,9,2,2,444,976,832,2.0,2,12.141539457711714
1145,7,5,2,2,397,1145,1145,3.0,2,11.984184555794167
1062,6,5,2,1,539,1062,1029,3.0,1,11.896833207128452
2013,7,8,2,1,455,1127,1117,3.0,2,12.505402864156405
1496,8,7,2,2,474,1496,1496,3.0,2,12.323860125621126
1895,7,7,2,2,409,1086,712,3.0,2,12.178192583415596
1564,6,7,2,1,476,888,650,3.0,2,12.049424683420915
1285,6,7,2,1,528,1285,660,2.0,1,11.874097282798648
773,5,4,1,1,240,773,773,2.0,1,11.608244735642321
3140,9,11,3,3,820,1966,1926,4.0,3,13.091906231773164
1768,5,7,1,2,240,981,731,3.0,1,12.07254696717504
1688,6,8,2,2,603,616,616,3.0,2,12.206077645517674
1196,4,5,2,1,440,1196,1196,2.0,1,11.60733523953139
1456,7,7,2,2,410,728,728,3.0,2,12.149507585033072
2822,9,12,3,3,1020,1734,1734,4.0,3,13.275829251377
1128,5,5,1,1,286,1128,936,2.0,1,11.678448377988165
1428,7,6,2,3,554,1428,1417,3.0,2,12.335700805443338
980,5,6,1,1,384,980,980,2.0,2,11.816734299348461
1576,5,6,2,2,528,1072,1324,2.0,1,12.317171167298682
1086,5,6,2,1,484,1086,1024,2.0,1,11.982622797311857
2138,5,11,2,1,360,1075,849,2.0,2,11.571203807011969
1309,6,5,2,2,484,1309,1040,2.0,1,12.10625783509458
848,6,4,2,2,420,848,848,3.0,1,11.881041706925902
1044,5,4,2,0,504,1044,540,2.0,1,10.932999821119937
1442,6,7,1,1,301,1442,1442,2.0,1,11.969723533345908
1250,5,7,1,0,280,686,686,2.0,1,11.661354090741
1661,7,6,2,2,598,1661,1649,3.0,2,12.323415584358154
1008,5,4,1,1,275,1008,1008,2.0,1,11.827743504053695
1689,8,7,3,2,857,1689,1568,3.0,2,12.509877789891931
1052,6,6,2,1,440,1052,1010,2.0,1,11.951186847493476
1358,7,6,2,2,484,1358,1358,3.0,2,12.319405795112926
1640,7,6,2,2,595,798,798,3.0,2,12.117246896289503
936,4,4,2,1,576,936,936,1.0,1,11.440365524765756
1733,7,7,2,2,433,847,847,3.0,2,12.323860125621126
1489,6,7,1,1,240,944,778,2.0,2,11.845827048676645
1489,8,7,2,2,776,1489,1489,3.0,2,12.357079818283598
2084,10,7,3,3,1220,2084,2078,4.0,2,12.861001210669146
784,5,5,0,2,0,784,784,2.0,1,11.603688960617083
1434,7,6,2,2,527,1434,1454,3.0,2,12.149507585033072
2126,5,7,2,1,538,1160,1013,2.0,2,12.128116509451258
1223,7,4,2,2,480,520,600,3.0,2,11.900912042974875
1392,6,6,2,1,458,1392,1392,2.0,1,12.019749091416921
1200,7,4,2,2,480,520,600,3.0,2,11.92504173829169
1829,7,7,2,2,613,941,941,3.0,2,12.37581963951765
1516,6,6,2,1,472,1516,1516,2.0,1,12.025755079404917
1144,5,6,2,1,456,1144,1144,2.0,1,11.849047640327147
1067,4,4,2,2,436,1067,1067,3.0,2,11.759793355371237
1559,5,5,2,1,812,1559,1559,2.0,1,11.941462360646149
987,6,5,1,1,264,483,483,2.0,1,11.51293546492023
1099,5,6,1,2,352,1099,1099,3.0,1,11.87757552297847
1200,5,6,1,1,240,768,768,2.0,1,11.779136168550774
1482,6,7,1,0,400,810,672,2.0,2,11.849404844423074
1539,5,8,2,2,686,958,650,2.0,2,11.967187086434018
1165,6,6,2,1,490,1165,1127,2.0,1,12.071975378543236
1800,5,10,0,1,0,1800,1800,2.0,2,11.856522261533737
1416,5,7,3,1,720,876,876,2.0,1,11.944064817531656
1701,5,6,2,1,611,1701,1390,3.0,2,12.049424683420915
1775,7,7,2,2,425,1006,740,3.0,2,12.269052139516223
864,5,5,1,1,338,864,864,2.0,1,11.80186424743109
2358,6,10,2,1,360,1307,907,2.0,3,12.388398368982115
1855,6,7,2,1,512,1094,528,2.0,2,12.138869243416009
848,6,3,2,2,420,848,848,3.0,1,11.78676973513378
1456,8,7,2,2,400,1456,1273,3.0,2,12.278397958261774
1646,7,7,1,1,240,918,918,2.0,2,12.00762780434872
1445,6,7,2,1,645,1445,1127,2.0,1,11.970356641102999
1779,5,6,2,1,454,1779,1763,2.0,1,12.04355959836804
1040,5,6,1,1,260,1040,1040,2.0,1,11.751950239425476
1026,6,5,2,1,576,1026,940,3.0,1,11.898194668458823
1481,6,6,2,1,343,702,702,3.0,2,12.066816325306588
1370,7,6,2,1,479,1370,1090,3.0,2,11.931642378754141
2654,6,9,2,2,619,1512,1054,2.0,2,12.429220196836383
1426,7,7,1,2,216,912,912,2.0,1,12.154521423145216
1039,5,6,2,1,504,1039,1039,2.0,1,11.78676973513378
1097,6,6,2,1,480,1097,1040,3.0,2,11.931642378754141
1148,5,6,1,1,672,1148,1148,2.0,1,11.794345471549745
1372,7,6,2,2,529,1372,1372,4.0,2,12.43153750053306
1002,5,5,2,1,902,1002,1002,2.0,1,11.908346971208951
1646,8,6,3,2,870,1646,1638,3.0,2,12.424810506025395
1120,4,5,2,0,544,1120,1040,2.0,1,11.767575435251748
2320,5,7,2,1,672,1547,0,0,2,12.037659911047468
